"species"	"IUCN_TS_sum"	"IUCN_TS_sum_InclOld"	"Subset"	"Predicted_class_MOST"	"Predicted_PnonLC_MOST"	"Predicted_PLC_MOST"	"Expert"	"subset_plot_iucn_MOST"	"subset_plot_IUCNpreds1_MOST"	"subset_plot_IUCNpreds2_MOST"	"subset_plot_IUCNpreds1_exp_MOST"	"subset_plot_IUCNpreds2_exp_MOST"	"Continent"	"GrowthForm"	"Armed"	"MaxLeafLen_m"	"AvFruitLen_cm_mod"	"AvFruitWid_cm_mod"	"AvFruitVol_cm3"	"FruitDim1_cm"	"FruitDim2_cm"	"Small_bird_food"	"Large_bird_food"	"Bird_food"	"Small_mammal_food"	"Large_mammal_food"	"Mammal_food"	"High_C_trapper"	"Int_C_trapper"	"Low_C_trapper"	"High_or_Int_C_trapper"	"Human_use_all"	"Human_use_food"	"Human_use_materials"	"Human_use_medicine"	"Human_use_cultural"	"Predicted_class_LEAST"	"Predicted_PnonLC_LEAST"	"Predicted_PLC_LEAST"	"subset_plot_iucn_LEAST"	"subset_plot_IUCNpreds1_LEAST"	"subset_plot_IUCNpreds2_LEAST"	"subset_plot_IUCNpreds1_exp_LEAST"	"subset_plot_IUCNpreds2_exp_LEAST"	"FD_G"	"ED"	"FDcat"	"EDcat"	"REC"	"OLD"	"PRED"	"Subset2"	"RLa"	"RLro"	"RLr"	"RLa_MLp_BS"	"RLro_MLpr_BS"	"RLr_MLpr_BS"	"RLa_MLp_WS"	"RLro_MLpr_WS"	"RLr_MLpr_WS"	"RLro_MLpr_EG_BS"	"RLro_MLpr_EG_WS"
"Satranala decussilvae"	"nonLC"	"nonLC"	"TRAIN"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	"0"	"7.3"	"5.6"	"5"	"73.3038285837618"	"5.6"	"5"	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"YES"	"NO"	"NO"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.226842241874547	"24.2819367825163"	"NO"	"YES"	"YES"	"NO"	"NO"	"NOPRED_data_rec_TestTrainDypsis"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"
"Schippia concolor"	"NE"	"nonLC"	"PREDICTED"	"LC"	"0.392"	"0.608"	"NA"	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	"Americas"	"E"	"0"	"3.3"	"2.5"	"2.5"	"8.18123086872342"	"2.5"	"2.5"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.634788909330617"	"0.365211090669383"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.208052593158915	"22.4917420835123"	"NO"	"YES"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"LC"	"LC"	"nonLC"	"nonLC"	"nonLC"	"LC"	"nonLC"
"Sclerosperma mannii"	"NE"	"NE"	"PREDICTED"	"LC"	"0.076"	"0.924"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"AfricaWAsia"	"AE"	"0"	"7.6"	"3"	"2.55"	"10.2141031149838"	"3"	"2.55"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NO"	"NA"	"YES"	"YES"	"YES"	"NO"	"NO"	"LC"	"0.254563431691256"	"0.745436568308744"	"NA"	"LC"	"LC"	"LC"	"LC"	0.319527217699293	"22.2867532777456"	"YES"	"YES"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"
"Sclerosperma profizianum"	"NE"	"NE"	"PREDICTED"	"LC"	"0.398"	"0.602"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"AfricaWAsia"	"AE"	"0"	"12.25"	"3.75"	"3.5"	"24.0528187540469"	"3.75"	"3.5"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NO"	"NA"	"YES"	"NO"	"YES"	"NO"	"NO"	"nonLC"	"0.623925566724014"	"0.376074433275986"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.330497705468896	"22.3287740799373"	"YES"	"YES"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"nonLC"	"nonLC"	"nonLC"	"LC"	"nonLC"
"Sclerosperma walkeri"	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.686"	"0.314"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"A"	"0"	"9.75"	"4.5"	"3.25"	"24.8873043026566"	"4.5"	"3.25"	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"NA"	"NA"	"NO"	"NA"	"YES"	"NO"	"YES"	"NO"	"NO"	"nonLC"	"0.651011602423085"	"0.348988397576916"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.356052714675232	"28.917056864438"	"YES"	"YES"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"
"Serenoa repens"	"NE"	"LC"	"PREDICTED"	"LC"	"0.34"	"0.66"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	"1"	"2.15"	"2.05"	"1.55"	"2.57878941966857"	"2.05"	"1.55"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NO"	"NA"	"YES"	"NO"	"YES"	"YES"	"NO"	"LC"	"0.128575672847988"	"0.871424327152012"	"LC"	"LC"	"LC"	"LC"	"LC"	0.243176891871119	"14.4346637850381"	"NO"	"YES"	"NO"	"YES"	"YES"	"REPRED_data"	"LC"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"
"Socratea exorrhiza"	"NE"	"NE"	"PREDICTED"	"LC"	"0.074"	"0.926"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	"0"	"4.25"	"3"	"1.75"	"4.81056375080937"	"3"	"1.75"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"YES"	"LC"	"0.125728779594736"	"0.874271220405264"	"NA"	"LC"	"LC"	"LC"	"LC"	0.212790278882785	"10.1401891572152"	"NO"	"YES"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"
"Socratea hecatonandra"	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.672"	"0.328"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	"0"	"5.15"	"4.5"	"2.25"	"11.9282346065987"	"4.5"	"2.25"	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"YES"	"NO"	"NO"	"nonLC"	"0.672523379955785"	"0.327476620044215"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.21958342978192	"10.1614124911639"	"NO"	"YES"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"
"Socratea karstenii"	"NE"	"NE"	"NO_ML"	"NA"	"NA"	"NA"	"nonLC"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"Americas"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	0.221748200322881	"NA"	"NO"	"NA"	"NO"	"NO"	"NO"	"NOPRED_data_noAss_noOcc"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"
"Socratea rostrata"	"NE"	"NE"	"PREDICTED"	"LC"	"0.032"	"0.968"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	"0"	"5.7"	"3.5"	"2.5"	"11.4537232162128"	"3.5"	"2.5"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"YES"	"NO"	"YES"	"LC"	"0.337798796765605"	"0.662201203234395"	"NA"	"LC"	"LC"	"LC"	"LC"	0.21940056342837	"10.1666954387461"	"NO"	"YES"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"
"Socratea salazarii"	"NE"	"nonLC"	"PREDICTED"	"LC"	"0.194"	"0.806"	"NA"	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	"Americas"	"E"	"0"	"3.89"	"3"	"2.25"	"7.95215640439916"	"3"	"2.25"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"YES"	"LC"	"0.254698728189299"	"0.745301271810701"	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	0.217059289822046	"10.2486436693839"	"NO"	"YES"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"LC"	"LC"	"nonLC"	"LC"	"LC"	"LC"	"LC"
"Sommieria leucophylla"	"NE"	"NE"	"PREDICTED"	"LC"	"0.238"	"0.762"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"A"	"0"	"2.985"	"1.2"	"1.15"	"0.8309512568745"	"1.2"	"1.15"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"YES"	"YES"	"NO"	"YES"	"NO"	"YES"	"nonLC"	"0.586908750425619"	"0.413091249574381"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.337318365172251	"39.9579297521555"	"YES"	"YES"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"nonLC"	"nonLC"	"nonLC"	"LC"	"nonLC"
"Syagrus allagopteroides"	"NE"	"NE"	"PREDICTED"	"LC"	"0.25"	"0.75"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"Americas"	"A"	"0"	"NA"	"2.8"	"2"	"5.86430628670095"	"2.8"	"2"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"LC"	"0.487012968890247"	"0.512987031109753"	"NA"	"LC"	"LC"	"LC"	"LC"	0.318889505476768	"5.44655289326866"	"YES"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"
"Syagrus amara"	"nonLC"	"nonLC"	"TRAIN"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	"0"	"3.75"	"6"	"4.05"	"51.5299735005066"	"6"	"4.05"	"NO"	"YES"	"YES"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.228674491109575	"5.97910838057294"	"NO"	"NO"	"YES"	"NO"	"NO"	"NOPRED_data_rec_TestTrainDypsis"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"
"Syagrus angustifolia"	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.942"	"0.058"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"A"	"0"	"NA"	"3.15"	"1.6"	"4.22230052642468"	"3.15"	"1.6"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.717503906738337"	"0.282496093261663"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.34627325913542	"5.37224372124818"	"YES"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"
"Syagrus botryophora"	"LC"	"LC"	"TRAIN"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	"0"	"3.75"	"4.25"	"2.6"	"15.0429928229391"	"4.25"	"2.6"	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"YES"	"NO"	"NO"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	0.215020543429846	"7.18444956353979"	"NO"	"NO"	"YES"	"NO"	"NO"	"NOPRED_data_rec_TestTrainDypsis"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"
"Syagrus caerulescens"	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.832"	"0.168"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"A"	"0"	"NA"	"2.25"	"1.75"	"3.60792281310703"	"2.25"	"1.75"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.742259484434509"	"0.257740515565491"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.319132367839003	"5.49426455187749"	"YES"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"
"Syagrus campestris"	"NE"	"NE"	"PREDICTED"	"LC"	"0.556"	"0.444"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	"0"	"1"	"3.15"	"2.6"	"11.1495123275902"	"3.15"	"2.6"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"NO"	"YES"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.694514920712001"	"0.305485079287999"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.243890231361925	"5.43712952588778"	"NO"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"nonLC"	"nonLC"	"nonLC"	"LC"	"nonLC"
"Syagrus campylospatha"	"NE"	"NE"	"PREDICTED"	"LC"	"0.374"	"0.626"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"Americas"	"A"	"0"	"1.83"	"2.5"	"1.6"	"3.35103216382911"	"2.5"	"1.6"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.675623822646642"	"0.324376177353358"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.3466773296938	"4.94553393864414"	"YES"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"nonLC"	"nonLC"	"nonLC"	"LC"	"nonLC"
"Syagrus cardenasii"	"NE"	"nonLC"	"PREDICTED"	"LC"	"0.176"	"0.824"	"NA"	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	"Americas"	"E"	"0"	"4.45"	"3.1"	"1.85"	"5.55525210940405"	"3.1"	"1.85"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"nonLC"	"0.559855910217543"	"0.440144089782457"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.240448050935795	"6.35411952187718"	"NO"	"NO"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"LC"	"LC"	"nonLC"	"nonLC"	"nonLC"	"LC"	"nonLC"
"Syagrus cearensis"	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.58"	"0.42"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	"0"	"4.25"	"3.75"	"3.5"	"24.0528187540469"	"3.75"	"3.5"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.672253865843413"	"0.327746134156587"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.224717644856575	"4.89832469610987"	"NO"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"
"Syagrus cerqueirana"	"NE"	"NE"	"PREDICTED"	"LC"	"0.49"	"0.51"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	"0"	"0.54"	"2.9"	"1.7"	"4.38828133828934"	"2.9"	"1.7"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.680955021973185"	"0.319044978026815"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.248984603376522	"5.22031746447419"	"NO"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"nonLC"	"nonLC"	"nonLC"	"LC"	"nonLC"
"Syagrus cocoides"	"NE"	"NE"	"PREDICTED"	"LC"	"0.18"	"0.82"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	"0"	"4.24"	"4.65"	"2.5"	"15.2170894158256"	"4.65"	"2.5"	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"YES"	"NO"	"NO"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"LC"	"0.19066069386747"	"0.80933930613253"	"NA"	"LC"	"LC"	"LC"	"LC"	0.214618687960973	"5.50176865737034"	"NO"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"
"Syagrus comosa"	"NE"	"NE"	"PREDICTED"	"LC"	"0.228"	"0.772"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	"0"	"2.11"	"2.6"	"1.75"	"4.16915525070145"	"2.6"	"1.75"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"LC"	"0.161485121308216"	"0.838514878691784"	"NA"	"LC"	"LC"	"LC"	"LC"	0.212111022003888	"5.25183688631196"	"NO"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"
"Syagrus coronata"	"NE"	"NE"	"PREDICTED"	"LC"	"0.258"	"0.742"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	"1"	"5.7"	"2.75"	"1.85"	"4.92804622608424"	"2.75"	"1.85"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"NO"	"LC"	"0.216024904502702"	"0.783975095497298"	"NA"	"LC"	"LC"	"LC"	"LC"	0.233378498611205	"6.63199679735979"	"NO"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"
"Syagrus deflexa"	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.714"	"0.286"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	"0"	"1.22"	"3.75"	"1.75"	"6.01320468851171"	"3.75"	"1.75"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.73478779978516"	"0.26521220021484"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.243492159820373	"5.24073817000301"	"NO"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"
"Syagrus duartei"	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.872"	"0.128"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"A"	"0"	"1.34"	"3.4"	"2.85"	"14.4599655863104"	"3.4"	"2.85"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.715562026698811"	"0.284437973301189"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.319420386720075	"4.67295818572592"	"YES"	"NO"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"
"Syagrus emasensis"	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.912"	"0.088"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.741931800969334"	"0.258068199030666"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.221748200322881	"NA"	"NO"	"NA"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"
"Syagrus evansiana"	"NE"	"NE"	"PREDICTED"	"LC"	"0.546"	"0.454"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"Americas"	"A"	"0"	"1.21"	"1.9"	"1.9"	"3.59136400182873"	"1.9"	"1.9"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"NO"	"YES"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.66613742375675"	"0.33386257624325"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.316920752929787	"5.18126351467014"	"YES"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"nonLC"	"nonLC"	"nonLC"	"LC"	"nonLC"
"Syagrus flexuosa"	"NE"	"nonLC"	"PREDICTED"	"LC"	"0.5"	"0.5"	"NA"	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	"Americas"	"E"	"0"	"2.03"	"4.25"	"2.25"	"11.2655549062321"	"4.25"	"2.25"	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"YES"	"NO"	"NO"	"YES"	"YES"	"NO"	"NO"	"NO"	"NO"	"LC"	"0.452267056486562"	"0.547732943513438"	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	0.242867157376305	"5.48692242416878"	"NO"	"NO"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"LC"	"LC"	"nonLC"	"LC"	"LC"	"LC"	"LC"
"Syagrus glaucescens"	"nonLC"	"nonLC"	"TRAIN"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	"0"	"1.36"	"2.5"	"2.05"	"5.50105963612963"	"2.5"	"2.05"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.240762935612222	"4.80791017289514"	"NO"	"NO"	"YES"	"NO"	"NO"	"NOPRED_data_rec_TestTrainDypsis"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"
"Syagrus glazioviana"	"NE"	"NE"	"PREDICTED"	"LC"	"0.278"	"0.722"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	"NA"	"NA"	"2.5"	"1.95"	"4.97746086053133"	"2.5"	"1.95"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"LC"	"0.406745734320495"	"0.593254265679505"	"NA"	"LC"	"LC"	"LC"	"LC"	0.237176891530934	"4.70194713787098"	"NO"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"
"Syagrus gouveiana"	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.938"	"0.062"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	"0"	"NA"	"2.05"	"2.05"	"4.51086890162629"	"2.05"	"2.05"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.744791574964955"	"0.255208425035045"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.240709594294972	"5.33112785381233"	"NO"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"
"Syagrus graminifolia"	"NE"	"nonLC"	"NO_ML"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"A"	"0"	"0.95"	"2.6"	"1.95"	"5.17655929495258"	"2.6"	"1.95"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.32799796477355	"7.32844567118748"	"YES"	"YES"	"NO"	"YES"	"NO"	"NOPRED_data_old_noOcc"	"nonLC"	"nonLC"	"NA"	"nonLC"	"nonLC"	"NA"	"nonLC"	"nonLC"	"NA"	"nonLC"	"nonLC"
